https://storage.googleapis.com/dealroom-images-production/38/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wNy8xOS84Yjg4ZDA5M2RlZTFkNDNmM2VlODYxNmY1MmZjZjBlMw==.png,https://ecosystem.lafrenchtech.com/companies/izikare,Izikare,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_fintech,fintech,0%,2-10 employees,updated Jul 2024,Apr 2018,-,-,Paris,688th to 101,688th,101,,,,,,,,
https://storage.googleapis.com/dealroom-images-production/d4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xNi80NTcxN2ZjNDZlOTRlOTdhM2EyN2NjODkzMjJhZjMwYQ==.png,https://ecosystem.lafrenchtech.com/companies/spygen,SPYGEN,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_health,health,-,11-50 employees,updated Jan 2023,2011,-,-,Le Bourget-du-Lac,200,83%,updated Dec 2024,0,160057,(from 29,035),29,,,,,,,,
https://storage.googleapis.com/dealroom-images-production/c8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yNC81NjcyZjg0NTVkYjI2OGVhMDQxZTc4ZDA4ODFjMDRiYg==.png,https://ecosystem.lafrenchtech.com/companies/urban_circus,Urban Circus,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_fashion,fashion,-,11-50 employees,updated Jan 2023,2016,-,-,Paris,895th to 134,895th,134,,,,,,,,
https://storage.googleapis.com/dealroom-images-production/31/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMi8wMi9kZjU1NzJlZWY4Nzg3YTNhYjBkNzU1ZmJkYTUyMTRkMQ==.png,https://ecosystem.lafrenchtech.com/companies/livert_france,LiVert France,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_food,food,-14%,2-10 employees,updated Feb 2025,2019,-,-,Levallois-Perret,915th to 549,915th,549,869),120,,,,,,,['869\t-\t-\t-\t-\t-\t-\t-\t-\t-\t-\tunverified company\tPeople save money on their online shopping by pooling orders together to get free shipping\t\t\t\t\thttps://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/technologies/anyof_mobile%20app\tmobile app\thttps://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/income_streams/anyof_commission\tcommission\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
https://storage.googleapis.com/dealroom-images-production/e2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMy9jNDhhNjk5ZDQ3MWVlMzQzNjgyM2MwNWZlMzljZjQyMw==.png,https://ecosystem.lafrenchtech.com/companies/setup_performance,SETUP PERFORMANCE,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_home%20living,home living,6%,11-50 employees,updated Jan 2025,2006,-,€160k,Frontonas,457th to 516,457th,516,249),72,,,,,,,['249\t-\t-\t-\t-\t-\t-\t-\t-\t-\t-\t\t\thttps://ecosystem.lafrenchtech.com/companies/f/client_focus/anyof_business/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france\tB2B\t\t\thttps://ecosystem.lafrenchtech.com/companies/f/business_models/anyof_manufacturing/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france\tmanufacturing\t\t\t€160k GRANT\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
https://storage.googleapis.com/dealroom-images-production/e2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMy9jNDhhNjk5ZDQ3MWVlMzQzNjgyM2MwNWZlMzljZjQyMw==.png,https://ecosystem.lafrenchtech.com/companies/setup_performance,SETUP PERFORMANCE,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_home%20living,home living,6%,11-50 employees,updated Jan 2025,2006,-,€160k,Frontonas,457th to 516,457th,516,249),72,,,,,,,['249\t-\t-\t-\t-\t-\t-\t-\t-\t-\t-\t\t\thttps://ecosystem.lafrenchtech.com/companies/f/client_focus/anyof_business/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france\tB2B\t\t\thttps://ecosystem.lafrenchtech.com/companies/f/business_models/anyof_manufacturing/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france\tmanufacturing\t\t\t€160k GRANT\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
https://storage.googleapis.com/dealroom-images-production/31/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMi8wMi9kZjU1NzJlZWY4Nzg3YTNhYjBkNzU1ZmJkYTUyMTRkMQ==.png,https://ecosystem.lafrenchtech.com/companies/livert_france,LiVert France,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_food,food,-14%,2-10 employees,updated Feb 2025,2019,-,-,Levallois-Perret,915th to 549,915th,549,869),120,,,,,,,['869\t-\t-\t-\t-\t-\t-\t-\t-\t-\t-\tunverified company\tPeople save money on their online shopping by pooling orders together to get free shipping\t\t\t\t\thttps://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/technologies/anyof_mobile%20app\tmobile app\thttps://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/income_streams/anyof_commission\tcommission\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
https://storage.googleapis.com/dealroom-images-production/c8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yNC81NjcyZjg0NTVkYjI2OGVhMDQxZTc4ZDA4ODFjMDRiYg==.png,https://ecosystem.lafrenchtech.com/companies/urban_circus,Urban Circus,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_fashion,fashion,-,11-50 employees,updated Jan 2023,2016,-,-,Paris,895th to 134,895th,134,,,,,,,,
https://storage.googleapis.com/dealroom-images-production/d4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8xNi80NTcxN2ZjNDZlOTRlOTdhM2EyN2NjODkzMjJhZjMwYQ==.png,https://ecosystem.lafrenchtech.com/companies/spygen,SPYGEN,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_health,health,-,11-50 employees,updated Jan 2023,2011,-,-,Le Bourget-du-Lac,200,83%,updated Dec 2024,0,160057,(from 29,035),29,,,,,,,,
https://storage.googleapis.com/dealroom-images-production/38/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wNy8xOS84Yjg4ZDA5M2RlZTFkNDNmM2VlODYxNmY1MmZjZjBlMw==.png,https://ecosystem.lafrenchtech.com/companies/izikare,Izikare,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_fintech,fintech,0%,2-10 employees,updated Jul 2024,Apr 2018,-,-,Paris,688th to 101,688th,101,,,,,,,,
https://storage.googleapis.com/dealroom-images-production/10/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNS8yNC80MzBmZmRhZTEzNWMzMGVhMzllMTU2MGViMGFiOWVlZQ==.png,https://ecosystem.lafrenchtech.com/companies/keyopstech,KeyOpsTech,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_transportation,transportation,-,2-10 employees,updated May 2023,Jun 2017,-,-,Lyon,200,-,updated Jan 2024,0,163672,(from 139,202),139,,,,,,,,
https://storage.googleapis.com/dealroom-images-production/94/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xOS9mMmRmZGNiMThjMjNjMDk1ZDM3OTJmNzI4OWU5Mzk0ZQ==.png,https://ecosystem.lafrenchtech.com/companies/ultrawatt,Ultrawatt,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_energy,energy,-,2-10 employees,updated Jan 2025,2023,,€2.0m,Cébazat,500,-,updated Dec 2024,0,-,(from 0th to 0),0th,0,-,(from 0th to 0),0th,0,-,-,,-,-,-,-,-,-,-,sustainable development goals,Solar solutions provider revolutionizing sustainable energy with plug-and-play systems and customized façades,https://ecosystem.lafrenchtech.com/companies/f/client_focus/anyof_business/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france,B2B,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/sub_industries/anyof_clean%20energy,clean energy,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/income_streams/anyof_selling%20own%20inventory,selling own inventory,https://ecosystem.lafrenchtech.com/companies/f/business_models/anyof_manufacturing/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france,manufacturing,€2.0m SEED,€8—12m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://storage.googleapis.com/dealroom-images-production/18/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMi8wMS85ZjM5MDdjMzgwMDJkOGJmNDI1MGRmM2U0ZjJmN2IzYw==.png,https://ecosystem.lafrenchtech.com/companies/meccellis_biotech,Meccellis Biotech,40,https://ecosystem.lafrenchtech.com/companies/f/data_type/anyof_Verified/founding_or_hq_slug_locations/anyof_france/industries/anyof_health,health,0%,2-10 employees,updated Feb 2025,Jun 2011,,€6.5m,La Rochelle,500,782%,updated Dec 2024,0,41268,(from 76,395),76,501st to 136,,,,,,,['501st\t136']
