company_id,linkedin_url,first_name,last_name
b145a3e1-0b37-4af2-b136-7f56d8535bec,,,
2c5463b8-efb6-4335-a669-5ca70ed1f476,,,
11b1dace-64d5-4db0-8dee-374374b912e0,,,
fa975a3c-e5d1-4ca6-ba50-2cf11e8cbd23,,,
18d5cbb7-28d9-4783-9ea1-fe08f08cea42,,,
f43b2037-7e7c-4eb1-b12b-fc8d29fea6b8,,,
f04eb58c-fb0e-496e-ad4e-c0405cb041a5,,2016-03-23,
51a31095-5ee5-4a85-9c42-ed97b6f327e6,,,
5ff302a5-c537-45d8-a82d-6cd309d7886a,,,
48bad0a3-1fd2-4f51-a375-c5d2acf09836,,,
add7ddbb-6180-4295-86c7-e39f5a45a92f,,,
4bc1c94a-19ca-47f0-8ae1-b0184ab5a6be,,,
94dab7c7-a500-45a5-8666-983290896696,,,
20c47f84-8205-4a8a-8ca4-27f70bedb7d9,,,
35f10de9-0001-42d9-bb6e-0ca1e4010080,,,
3cd1d1d9-f1c5-44aa-9f20-c490fdd659de,,,
4f206e0e-c80d-4897-9e5b-84be3baad671,,,
84fcc6c6-51d1-47b4-9478-41e203cf620c,,,
e90b1f94-5a9f-4a5e-99d6-b9e575bd4891,"""Espace Baya",,
12c343fa-504f-4a9c-8bef-5c2d13e3de1a,,,
af5cd385-d852-41d7-a392-cda7f73ab3e2,,,
c7d01db1-4ff8-4291-89a1-e53f995b9ce2,,,
82b651aa-4cce-48be-913d-8fc8441a65b5,,,
7c9d16a5-0df4-4c0d-b4eb-33c20f80999a,,,
957cc70c-b5dd-457d-bd14-9493431f54c9,,,
c58f7c64-effb-49d0-934c-065c60e3f167,,,
27d8a1f4-082f-4816-922a-4930bcc1d638,,,
8e0a44ee-8500-4052-b5f1-8f8e08698ce4,,Non,disponible
a9046f79-49c7-4752-82df-95080df98bd5,,,
882752ef-6877-4af2-837e-6152742fef00,,,
ce64f36e-592a-4ba3-a2c7-642a84d075b0,,,
ef353275-a7a9-49a1-bab4-14aa2fc5fc9e,,,
8d73bc39-d81f-48d8-84a9-d55101b75033,,,
dd7945b3-97fd-40a6-82a5-393f5252de3c,,,
10af1f02-fe95-4232-afdc-5c1a6e5b754f,,,
2ac97507-5ee2-4a4d-8f38-59c311796846,,,
f8d27cb5-e39b-483b-8ffd-2c7deb2d9949,,,
a1c10562-80d4-4e77-88a0-efbb7dbd14f7,,,
c0ccd053-c523-424b-94ae-65d4004a865a,,,
58f043ee-b4c6-45e1-9d62-3eea92f5ed31,,Non,disponible
ded4c19c-b3ac-4f58-866e-b290fb5b4a92,,,
525df713-ae92-4b37-9617-093116571121,,,
3da89196-4fe6-4786-8a8e-ae8c4a8ad5ae,,,
65d7abb9-41d4-4778-a3cf-89de0e58b7cd,,,
f56bc510-9802-41b2-8da8-f4227ac551b8,,,
e9c12df0-59b2-41e5-b3a7-8261c965271e,,,
bbaf3d0a-48ef-466d-bed0-37efb343429c,,,
01f8506d-36c2-473d-a3d0-758a495ae92e,,,
12e7e971-352f-4bf4-b7d8-4a4e2a7de066,,,
94a827f1-7135-4048-817c-0c6b10b524fc,,,
05d727a2-58bc-4703-a5b2-ae7bf1897ee6,,,
4247b300-c233-48c0-853f-557f2d097d2d,,,
312add24-e886-4968-838a-c589c0e1210c,,,
ca332d3b-53ec-4c9e-a461-9da129670243,,,
85fd1039-5b7a-491c-8435-5d07c5bdd96f,,,
d5ea7a6c-c370-44f5-ba5a-e1fa38618c61,,,
d3fcc876-c2e1-457b-a2dd-a935cc694db9,,,
93d89046-e7b6-4ab1-8ee4-0cb6a4d0320a,,,
faf33abc-f18c-499d-984c-022e65b8560f,,,
e8d4c984-21d2-40c8-ad80-05afef195186,,1983-05-17,
99235909-730d-48f8-a1ef-4f519dce7b9d,,,
23f9a8dc-aa60-4c80-b117-e51a122de3d3,,,
db15b17f-2b6a-4595-a10a-6197270ffdfe,,,
2f573682-bba0-45f8-a317-6cbe646aaf49,,,
a6ed9e4f-1150-49c0-84a6-b50e7088e1fb,,,
3c793ae3-d053-4815-8a32-36fc18151f40,,,
b98e1251-d41f-47dc-aeb7-249ffc4eac97,,,
b76f435f-9530-4990-bdbe-033e9ad96059,"""283 rue Louis Neel",,
40e12482-6f85-4b9e-a7be-a13e65e5aec1,,,
6fc75812-4df8-4e57-8402-58389e6d472c,,,
f98cee6d-7f84-4a3d-9fbc-a72773e36b51,,,
632834d5-bdbf-4fbb-a545-a21c13cdc717,,,
e013b910-f462-4889-b31c-56b8a67a4c95,,,
77ee4f4b-6433-4d89-b44b-e4e925fa93d9,,2012-11-22,
be706cb0-5378-4718-bb5b-de6ed14ceaa8,,,
5048bddc-69e1-460f-89e6-a5a19fb6ed82,"""155, Rue Louis Armand",,
69192010-a2f7-44a4-b757-4f18c6f0dac8,,,
60a14373-4ad4-442a-8d9e-458f31ecabbe,,,
17e6ce6e-b3b5-407c-915d-df43b8adead5,,,
4c4434b5-142a-47e9-89fb-dfc5bfb25f6d,,,
4c3c457a-1561-49ac-9fa8-3f62aa8e522a,,,
0fad01bb-1c14-45a5-b417-b5213db3da44,,,
e223361f-46cb-4f15-aa4a-cfb5c508e2ac,,,
e5ad6336-b8ad-42df-8569-afe42b8fff77,,,
56959083-9b31-4140-b428-7319aadafaf0,,,
35049f68-fe5b-41de-bfe7-89c79d284bbd,,,
e302fcd5-1a8b-4744-b3f3-be98517b1022,,1981-10-29,
7afc46af-860b-4bcd-8827-e734cdbb2758,,,
6fc862bd-d706-454d-9a9c-4313e3f598b1,,,
05ef471f-26f5-4411-8cb1-a88ca85c795b,,,
b041efb6-7a23-4e6f-906f-9b4ee931c276,,,
b58ac5b4-1528-4918-8eb6-ef3fc48fe405,,,
48ee2b6b-9033-47cd-8722-4452ede9da3b,,,
d03cadf1-45ab-4313-b843-93113ccb8368,"""137 rue Mayoussard",,
8aa1bef4-f7e0-4626-af8e-1bae64ad62a9,,,
6b33601b-040d-4f8c-8715-510c1b1a9784,,,
862a128f-b9d2-4070-a1b0-ea53fd277174,,,
65523b15-047b-41e8-9299-048fe78bd1e1,https://www.linkedin.com/company/adobis-group,,
4645c7e5-c677-4833-9c6c-ef7f0fa2ac8e,,,
cfd004d1-9911-4dad-9de2-273d749eaee5,,,
a30417be-d3be-48b7-bcff-54957e966b05,,2016-04-02,
2122447b-c3b0-4952-bf32-fead8470091e,,,
b293a4ae-895e-4c30-a290-012c54d332c0,,,
f9ac0eab-d902-4d81-9ff1-4bb0dad01358,,,
87b50839-a848-4300-a9e4-dd1519474e98,,,
68638462-9b69-45fe-bc67-13eb6e52238f,,,
779f0614-c5f7-4749-b60e-241637304ced,,,
f96dd8c6-eec2-4c9e-8ef7-412f702e41e5,,,
590297bc-650e-4ac2-a404-aec626e2c1ee,,,
8f217ede-d391-435f-8c4d-aa787f396a7c,,,
782f1118-8ba8-4ef3-972b-1c11a9e8cb9e,,2013-10-10,
484b7aa5-70e9-4be7-8942-3db17b01e9d8,,,
6bd91d81-1065-46c2-ac1d-0ae83ff34f12,,,
c454348e-a5c5-4e2e-8622-11ed24641882,,,
00faaefe-7d3b-4287-bff4-dda58c9003d2,,,
8acef707-e3af-40b7-bf9b-232eeebc3a8f,"""2B Avenue Pierre de Coubertin",,
9056fff2-8ea8-4b27-8a4d-edc7c3d65515,,,
f3052615-1f58-488e-8677-c4e548d31fbd,,,
0b08f655-ee2a-4af7-8ad6-c1d454d1d29b,,,
99b2b8b4-4dfe-4928-ba80-b7882dc66952,,,
97b99856-ff65-4b65-afb8-9a3993e43dd7,,2011-05-31,
e57a6af8-48ca-4373-a78d-25b8c075533d,,,
040ab94b-59b8-497a-8eab-66c529453776,,1988-08-01,
4ed643aa-a732-4c11-8d8d-a05d61f07f2a,,,
1c337570-7ab7-43d8-b316-ffc2ddb19b2d,,2009-11-01,
4a3a19ff-792e-4b37-aa3d-e8b662e1c214,,,
b476d2fe-9ea9-416c-9408-9682c838569f,,,
2c152e89-3cfe-48b2-b540-93a298dc3920,,,
09f98f95-9360-4fe0-a708-4c7191ed8bae,,,
0122a83e-6350-49f2-943d-4d765368d074,,,
f4fe97a2-e82b-4bb8-8015-7c848f4ab1f8,,2010-07-15,
bfff3d86-e5e7-4de4-8aea-0f596eea1ab1,,,
8aa1bef4-f7e0-4626-af8e-1bae64ad62a9,,,
6b33601b-040d-4f8c-8715-510c1b1a9784,,,
b1821789-9623-4284-a849-ce66e680aeed,,,
caf60602-420d-4731-bd11-9b8f4d1b6f71,,,
1be2af5a-8823-4d22-9cbc-de50187537a5,,,
168e289e-9912-4a26-ad49-0ff1c56d556c,,,
6ab983bc-f504-45e7-88f3-2518515e7277,,,
dfa3078b-6c93-4048-8437-becc2c9a9948,https://www.linkedin.com/company/aerleum/,,
4645c7e5-c677-4833-9c6c-ef7f0fa2ac8e,,,
cb6bd3fc-9229-4c13-9804-79041d540167,,,
711a3312-8dfa-47a8-9e3d-20da0473c2c8,,,
61e7a964-bc64-4e44-9ec0-8f8e4b176596,,,
ad4e088a-4a5b-448c-830b-5f48bf96ef67,,,
3a11852d-596d-43aa-90dc-f55bf66077e7,,,
5e559148-7056-4c5a-87a8-ea67d86fcec6,,,
613d1bf4-6f18-4caf-adb6-0ea994d17a03,,,
d987a0a5-43a9-49c5-b186-381f4099435a,,,
d64bf416-d1c7-462d-b8fc-6a5af04d2c2f,,,
6534d061-168f-4116-89ec-f3c06b0fc842,,2018-02-14,
7a5f0271-7495-4a17-a627-e050e74ba9db,,,
1e0967e7-b187-4f8c-905b-f3b297957ddc,,,
d4b0fcb7-70f3-4699-974c-9a563be97df5,,,
320901e1-2a25-482d-a7ed-3f963a9ee170,,,
3a8a9674-5110-418e-8d3b-128b7fa20389,https://fr.linkedin.com/company/age-impulse,,
4645c7e5-c677-4833-9c6c-ef7f0fa2ac8e,,,
7bda431a-2339-4ccd-b1c1-062f1b261b27,,,
6a1f9c6d-4ae1-4c26-b927-6647f84b857f,,,
389ee101-c546-454b-8e92-dcb3acf4cff4,,,
ae1e485f-20a6-40ce-abee-a26669d43a6e,,,
86e67939-21b8-4d33-b5d3-436a548779b1,,,
ad877da8-63f8-47c8-8996-7a85f537b5ee,Non disponible,,
4645c7e5-c677-4833-9c6c-ef7f0fa2ac8e,,,
337ae87d-48be-496a-ad1f-e775ace4cee7,,,
335d710b-a18c-47df-a1f0-61fd63a5d8dc,,,
d06dd361-d9df-4ca2-a5b9-90c2b7bea058,,,
024877fa-91bd-4f6a-baf5-a4166ec2e1da,,,
4b8e769d-0697-4269-b75c-0658a5df4d04,https://www.linkedin.com/company/agiga/,,
4645c7e5-c677-4833-9c6c-ef7f0fa2ac8e,,,
1352290f-500c-4527-859d-569011506c20,,,
c2747af6-6afe-4ed8-8422-8d9a867b7221,,,
a6291765-e6c6-4e00-8489-ab716cf664f1,,Non,disponible
70351646-720c-4570-8a9c-244a9cbdaa7c,,,
92dc3f71-9da8-468c-81d6-395900ba007f,,,
24d4a5b4-ef27-4927-9e39-18b10a79efe7,,,
d8b66228-ee93-4aaf-8e93-4e3465d3c8ca,,Non,disponible
6b604f19-0a63-41ba-b702-aa8b4aad33d9,,,
1fec8407-a8e2-4a2c-885c-059739f9a474,,,
ea3cd875-7ea4-4a08-a553-bad1ca71f1ce,,,
e8b48a66-6cf3-4e7b-b9b7-bf11d3c5dbf8,,,
c2cc7ed5-e86e-4974-958b-de9084e3bf3a,,,
51418921-2dd1-497d-8b57-9744c5b131b5,,,
e4d26724-12d7-436b-a81d-6f831a4aaf90,,,
6d7b2b63-5d3c-441e-b13e-a2b68623c9df,,,
29593142-51cb-4957-98f3-b0c1b5687ca2,,,
ecd3fc7d-1bfb-494e-8342-dde75dfa371c,,,
9d6aeebe-b04c-4d71-87be-a0d6255cc1a8,,,
6e12582a-d509-4767-9b07-8adc081cfd43,,,
0d798c25-6808-4e11-8e22-6d465b699f79,,,
be6f7935-20f7-4a77-813c-7e1f7ef165b6,,2011-02-14,
cc8c43e0-d20b-4099-89bb-6eeb0102844b,,,
f25347e3-f4d3-4ef7-a280-ae0579dce5c0,,,
61f827a1-e0d2-46bd-891d-a0f285ed317a,,,
a1af2dd4-a399-4295-8d91-2106dd23eaaa,,,
8a75e116-928a-4dab-8149-25aea2778226,,,
d1138684-4326-46dd-90ca-da835afb7544,,,
6eadd338-c66f-4247-83ce-582f28825bf4,,,
97de262f-c3f5-406c-8129-38be3ac6ba5e,"""58 Boulevard Niels Bohr",,
ca9c2813-0c92-4e86-bd91-fdaf9f90a586,,,
07791f7d-c30c-4ae3-bf79-1e2492eb69d1,,,
be524ee5-71c1-4739-93bb-585acca1dfc5,,,
ae0e6e4f-1033-4a9a-ae27-67a5af573239,,,
d2bfa564-cee2-4b7d-91f2-fe43dcb76e45,,2015-09-09,
34bcf2ec-7a28-4a4d-a6e0-a80e3863fe42,,,
076f9594-5e02-48bb-a6b8-515d70fbe831,,,
4d9b4177-63c5-4f87-b430-1397756ef0c1,,,
d2350326-a7b0-4349-9166-ced54b6a0a6c,,,
a897e2eb-362b-4b99-b065-f061c5522453,,,
3a15ab10-6119-4467-9489-6acf1a8df191,,2008-01-17,
088fcdd6-48c5-4eaa-8279-0ec3351ca8e1,,,
6e18b4ad-17a7-4eb2-b1c0-85675b5bfc1d,,,
e58d36ae-9e38-4264-9921-f4081e3d8814,,,
2d870d64-3432-4dfe-8c18-25c79b8b8ae6,,,
58c62759-5243-4b1a-abd8-764761767bbb,,,
9fc1e9fa-ab53-4db7-87b8-66129c65b9f6,,Non,disponible
63ece492-550f-4cce-a91b-b8b04cdd0fbd,,,
e3a7a430-b957-4a3f-8944-20667a25baf8,,,
869c55d8-cd22-4d95-8480-87833f33893d,,Non,disponible
49fb6fe8-cb53-42bc-b7e2-ad6da5cacb37,,,
21c22c5b-174d-4f64-81c5-6dc50be2ff7b,"""CATARSI PROJECT",,
3877440d-13c1-4939-9596-d3950613dbff,,,
4633ee3a-b6b1-4ff1-bae0-16b612621e52,,,
02f15038-6579-4ff3-ae1c-19575919c70f,,,
569b88ff-c473-4ad1-8540-65b196bf77b3,,,
8c8cca37-1796-4bf5-a688-43734d52e5ce,,,
ca9c2813-0c92-4e86-bd91-fdaf9f90a586,,,
07791f7d-c30c-4ae3-bf79-1e2492eb69d1,,,
bb82884a-3c0f-4549-bc66-649895169c70,https://www.linkedin.com/company/skyted/,,
4645c7e5-c677-4833-9c6c-ef7f0fa2ac8e,,,
6fb1c65d-195b-4f12-aed9-93f8c133d931,,,
ee57fe5d-0886-4df4-8ae2-d16a95f0a987,,,
1ded682d-193e-4442-a795-55df258b5206,,,
237eeaee-69ad-424a-bd70-eae160461d80,,,
68877603-0d68-43c4-bb5c-a528b3b56492,,,
cfdbf65b-3682-4437-bbbd-d7e3babf0350,,,
36fdb64b-b726-4064-b727-43d0e85f101a,,,
4024936e-9819-40c6-bff6-14b29d3cbff3,,Non,disponible
af640662-5f6a-4f72-b24f-be2ceac1d208,,,
16bedd27-5cfc-424c-9f8d-c25e685928c3,,,
fe2a493d-6cd3-4d66-b309-4b1ebe87d908,,,
83d91c8c-ab38-48da-bc43-5be8d879a1df,,,
0c410d94-333c-496a-b370-bdfa0ba4fee7,,Non,disponible
1a214de8-e45b-488b-bbab-48eec7696516,,,
b1ac792c-0293-486a-819b-98d96117631d,,,
4abc2440-7118-4256-9999-a6fe2c108e60,,2014-10-14,
95605b53-7a72-41b0-9a8f-3475c24ba7b6,,,
4c354fbe-1fad-4800-9658-af60ff9d228e,,Non,disponible
fb79e348-fa55-4112-a954-395ac5239786,,,
042e88c0-8e3b-492e-b9fd-ff1330078b11,,2016-05-01,
cf8d9bbd-db7f-4066-a8ba-5ba02f532ed6,,,
a254c756-5d92-4678-bc81-ed0c0cd79ff0,,,
7dbc36d4-42ff-4675-b5d4-30936685983c,,,
71748356-2d3c-4d6e-b442-56d11b5476fe,,,
84e1cc1b-2a9a-4a13-8c47-656272733bb7,,,
aad05dc4-42f4-4966-8037-688b901e1c49,,,
4c15487b-cd9b-4962-a900-df4890f8c3a0,,,
1f3eb9fd-0afb-42db-9cb4-69d24b63d9b7,,Non,disponible
49b308dc-d260-499e-beb7-21a8b6eec60e,,,
accc193c-f275-4658-ae0c-06d51f4f4a86,,,
6a7c9c9c-a99c-4bb6-ad77-8bb9123e7be4,,,
b78a6a3e-8135-43fb-8b6a-0397a79c1a86,,,
5ffae6ba-51e7-4b62-b1fc-6d4b0c607fea,,,
9d24eea0-b560-4b15-ae79-bf40a3ac8cc2,,,
96c5ab1f-d593-4657-b509-35df70824f76,,,
e3d8b529-2bb0-41e4-80f1-5b389ebe10e9,,,
03160fc4-0cde-45f2-970a-f1217b7868f1,"""9 Chemin de la Vigne Antique",,
9d44e151-7c67-4a8a-a57b-b0532a4fcc41,,,
436c1999-5d31-4129-88c9-413de4b6bb90,,,
c33a89ed-1d5a-42ee-8a51-a16664c5c89a,,,
9f9993b0-0dbf-4a4f-87be-5ed88a38928d,,,
b652387e-1a27-47f6-beaf-5f734fb446a9,,,
58a79f18-c9d2-46fd-8a0f-cabde766f301,,2013-01-18,
2fb82f20-ea3c-4ce0-a38b-83404be5022d,https://www.linkedin.com/company/akidaia,,
4645c7e5-c677-4833-9c6c-ef7f0fa2ac8e,,,
a263170b-22e2-4c73-a26e-a3e7fe019947,,,
b58f2334-5efd-4d04-a1fe-8705236dd5f3,,,
2d0d1b5f-2d7a-4575-9799-2fb6d8811a70,,,
d35faec9-3a7a-4336-961a-5f903cd70bcc,,,
d91e1d0c-4e02-45c9-a734-38f3d091d237,,,
4d21ab7c-5105-4dc9-919e-af9fdfc67893,,,
c995963b-f376-4fff-874b-325f228393b0,,,
b1366664-215c-4d21-b1b4-6669211a7bfa,,,
e92624e6-93f3-4ee8-800a-86ac41ae1b80,,,
bf51e885-39ad-4923-bdde-8b9ee6e87764,,1991-04-01,
9d26ce7b-f1c0-48d1-b64f-fc0022475902,,,
ff12ad7c-0a7a-44d9-a72e-591d1e5e322d,,,
6a6c8ca6-fb95-4513-abfa-9d1aeea6709d,,,
7663c98a-729a-4613-97fc-10d710d6ca1a,,,
119f3a09-7e1c-4b79-9853-52a069fdc529,,Non,disponible
348672f4-eb95-4d96-a937-6f5d4293f71d,,,
be9badf7-9e23-453d-b827-ad803e5ee339,,2011-06-24,
f406f193-733d-4989-b5da-e533e2e697c6,,,
930f5f09-50ca-4ae8-8aaa-67663317d264,,,
8d2f9d13-767d-4450-842a-f07da8d73bbb,https://www.linkedin.com/company/aledia/,,
4645c7e5-c677-4833-9c6c-ef7f0fa2ac8e,,,
7c98e0eb-e6da-4980-950f-fb16d83196b3,,,
6b1f06b6-f5d9-403f-8fe4-7cc6cca3d965,,,
051239e7-312e-4715-ad3f-5e681a65fb52,,,
5e6b8f14-625e-4038-903d-627b605ac5d0,,,
96f8760b-9631-464f-95ea-26d2dd09c48a,,,
6b5309b6-5212-4f10-af69-cf60ff360cde,,,
d029bbf2-f4a0-4565-8e8a-2ddab17433de,"""45 Rue d'Alma",,
d06dd361-d9df-4ca2-a5b9-90c2b7bea058,,,
024877fa-91bd-4f6a-baf5-a4166ec2e1da,,,
16fced06-381e-422d-aad7-bd1c44888d9f,,,
65187326-3220-4b13-a5c1-2999c9711db7,,,
9a9cf3e4-115c-45da-abf6-78795cf7dd4f,,Non,disponible
dedcf303-ddee-497d-bb47-da372fe676cb,,,
1c27d6e3-fed3-4dab-9372-716d99525dc5,,,
91728ec5-9822-4851-b78f-89889dede984,,,
80511a03-8f5e-459d-af6a-d7a017a087f5,,,
99857fa0-c363-46ba-89b4-38b6a05b0a16,,,
60e26656-c1df-4325-bb5e-30d0f790e88e,,,
