logo,page_french_tech,nom,description,market,field,mots_clé,mots_clé_2,mots_clé_3,mots_clé_4,mot_clé_5,employees,date de création,valeur_entreprise,financement,adresse,dernier_financement
https://storage.googleapis.com/dealroom-images-production/9b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS8xMmZkZTdjZGNlYzY2OWJjNzU0YTgyYTM1ZWRiM2VmNA==.png,https://ecosystem.lafrenchtech.com/companies/squad,Squad,"Multi-channel development, mobility (responsive and adaptive design) and multi-devices (BYOD)",B2B,security,enterprise software,,,saas,,501-1000 employees,Oct 2011,€40—60m,€10.0m,"Paris, France",N/A LATE VC
https://storage.googleapis.com/dealroom-images-production/5a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi82ZmI0NmMwMGU4NGUxY2UxYWU4NzVhZTI2ZTljY2I3MA==.png,https://ecosystem.lafrenchtech.com/companies/square_sense,Square Sense,Fast-growing company founded in 2017 to lead the digital transformation of real estate asset management,B2B,real estate,enterprise software,,,commission,saas,11-50 employees,Feb 2018,€14—21m,€3.5m,"Paris, France",€3.5m SEED
https://storage.googleapis.com/dealroom-images-production/70/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9mOTQ5NGMxNDY2N2ZkYWZmZGQ5OTIxOGIzM2ZhNjZlZQ==.png,https://ecosystem.lafrenchtech.com/companies/squaremind,SquareMind,Creating autonomous robots that will help healthcare professionals save time and improve patient care,B2B,health,robotics,medical devices,health platform,computer vision,deep learning,11-50 employees,Jan 2019,,€2.5m,"Paris, France",N/A SEED
https://storage.googleapis.com/dealroom-images-production/6b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8yMS85NTRmYzQ2MGJiYzVmN2RlYzk4NTFlZmZiMDQ0ZTgwYg==.png,https://ecosystem.lafrenchtech.com/companies/squarebreak,Squarebreak,First French operator of hotel houses,B2C,travel,,accommodation,,commission,marketplace & ecommerce,51-200 employees,2015,€12—18m,€3.0m,"Paris, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/44/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOS84N2ZlODc5NTFkMmY0NjAxYjgzZTE0NWY3MmQyNGNiYQ==.png,https://ecosystem.lafrenchtech.com/companies/joinsqwad,Sqwad,Enables like-minded digital brands to thrive from each other’s audiences,B2B,marketing,,crm & sales,,commission,saas,2-10 employees,Aug 2021,€12—18m,€3.0m,"Le Blanc-Mesnil, France",€3.0m SEED
https://storage.googleapis.com/dealroom-images-production/b8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi82N2I3NWRkNjBkMDUwMWQ2MGEzMGQ4MGY1MmQ5MGIyYw==.png,https://ecosystem.lafrenchtech.com/companies/stabler,Stabler,"Offers a stable, scalable, cost-efficient, API-first web scraping service for large corporations and infrastructures",B2B,hosting,enterprise software,,,artificial intelligence,big data,2-10 employees,2022,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/54/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMS8xNzk4MjMxZThmNjM5MzlkODQxY2FlODAyODE0YmU3OQ==.png,https://ecosystem.lafrenchtech.com/companies/stackease_ai,StackEase,A software company project that leverages Machine Learning algorithms to tackle difficult optimization problem with focus on the energy market,B2B,energy,,energy efficiency,,artificial intelligence,machine learning,2-10 employees,2021,€436—655k,€109k,"Marseille, France",$120k SEED
https://storage.googleapis.com/dealroom-images-production/39/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9lZjdhYWVhZGU1ODcyNGZjNTNjYTQ4NThiZDZjNTVlZg==.png,https://ecosystem.lafrenchtech.com/companies/stackinsat,StackinSat,,B2B,fintech,,,,,,11-50 employees,Jan 2020,€4—6m,€2.0m,"Biarritz, France",€1.0m SEED
https://storage.googleapis.com/dealroom-images-production/d5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wOC8xNS84NGZjMTAyMzExOTc0MDllNDgzNmM1Yjc1N2IwMjExNA==.jpg,https://ecosystem.lafrenchtech.com/companies/stadline,Stadline,The organisation of the sport of tomorrow,B2B,sports,B2C,sport platform & application,,saas,,51-200 employees,2004,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/97/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9iNmQ4ZDY1ZmNkYjkxNjZhNzU0MGY5N2NmMjJiMWMyMA==.png,https://ecosystem.lafrenchtech.com/companies/staff_go,Staff & Go,,,,,,,,,11-50 employees,May 2020,€4—5m,€900k,"Mulhouse, France",€900k SEED
https://storage.googleapis.com/dealroom-images-production/e8/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMS8yMjA3MDVmZjhiYjVmMTI4Y2Y5OTA2MjhmNjhiODIxNg==.png,https://ecosystem.lafrenchtech.com/companies/staffmatch,Staffmatch,"Automated the recruitment process of traditional agencies, while keeping a face-to-face component",B2B,jobs recruitment,B2C,,,big data,iot internetofthings,1001-5000 employees,Jan 2015,€12—18m,€3.0m,"Levallois-Perret, France",€3.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/60/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9jZjIzZGFmMDEyOTIxNzdkNzNiOThmYjAwNzMzNjdlNQ==.png,https://ecosystem.lafrenchtech.com/companies/stage11_sas,Stage11,Reimagining Music for the Metaverse,B2B,music,,,,saas,,11-50 employees,Oct 2020,€20—30m,€5.0m,"Paris, France",€5.0m SEED
https://storage.googleapis.com/dealroom-images-production/b0/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi8zZmM3MGZiZTY4OGI0MjZhODZiZWJlZTVhY2RjZGM4NQ==.png,https://ecosystem.lafrenchtech.com/companies/stairwage,Stairwage,Financial well-being for your employees,,jobs recruitment,,,,,,2-10 employees,Feb 2020,€2—3m,€500k,"Paris, France",€500k SEED
https://storage.googleapis.com/dealroom-images-production/a1/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS8wNTgxMzhjZTIzNjExMGMxZDMwMjdkN2FkNWNlNzcyMw==.png,https://ecosystem.lafrenchtech.com/companies/standing_ovation_1,Standing Ovation,"A science to creating an animal-free, planet-friendly, vegan cheese that is still as dairy as the real thing",B2B,food,,innovative food,,hardware,deep tech,11-50 employees,Jun 2020,€60m,€17.8m,"Paris, France",€3.8m SERIES A
https://storage.googleapis.com/dealroom-images-production/a5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS81N2QwMWEwZmQ2YzYyOWY5ZmIyZjA4YjU2YmE4MzM2OA==.png,https://ecosystem.lafrenchtech.com/companies/stane,Stane,"Customized and tailored medical care services for patients, handled by professionals, allowing for focus on patient needs, project management, and transparency",B2B,health,enterprise software,health platform,,commission,saas,11-50 employees,2019,€40—60m,€10.0m,"Lyon, France",€10.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/13/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wOS8zMC8wOWJkODJhYzMyMmMwN2RiNzVhMzc4MjkxM2YzMWRiOQ==.png,https://ecosystem.lafrenchtech.com/companies/stanley_robotics,Stanley Robotics,Venture-backed company that offers a smart and high-density car storage solution for the airport and the car logistics industries,B2B,robotics,transportation,logistics & delivery,autonomous & sensor tech,hardware,autonomous & sensor tech,11-50 employees,Jan 2015,€14—22m,€3.6m,"Paris, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/49/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMS8zMC8wNDZjMzcwZWZjYjcyMzdlMzRkNTQ3YmNiZTc4OTlhYQ==.png,https://ecosystem.lafrenchtech.com/companies/starofservice,StarOfService,To find the best professional for any service close to home,B2B,jobs recruitment,B2C,,,machine learning,nanotech,51-200 employees,Aug 2012,€36—55m,€10.6m,"Courbevoie, France",€9.1m SERIES A
https://storage.googleapis.com/dealroom-images-production/38/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9jZDljYWMyNThhZjYyNDYwNmQ4ZTUwYjhkZmNhYjdmMg==.png,https://ecosystem.lafrenchtech.com/companies/starfish_bioscience,Starfish Bioscience,Startfish Bioscience aims to restore soil fertility and promote a sustainable agri-food system by rebuilding soil ecosystems,B2B,food,,agritech,,commission,,2-10 employees,2023,€6—10m,€1.6m,France,€1.6m SEED
https://storage.googleapis.com/dealroom-images-production/c2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi80M2VjN2VmZGY3ZGJiZjFjNGVkZGY2MDBiMjM5MDJlMA==.png,https://ecosystem.lafrenchtech.com/companies/starkage_therapeutics,Starkage Therapeutics,"A privately-held biotechnology start-up, whose ambition is to delay or halt disease progression and improve quality of life of patients with age-related diseases, associated with senescent cells accumulation",B2B,health,,biotechnology,,commission,manufacturing,2-10 employees,Jul 2018,€5—7m,€1.2m,"Lille, France",€1.2m SEED
https://storage.googleapis.com/dealroom-images-production/01/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOS9kNDhmOTgwYmRjNmQ1ZGM0M2I3NzU3NmIyNGE0NGI5Nw==.png,https://ecosystem.lafrenchtech.com/companies/starzdata,Starzdata,Seamlessly blends specific data and trains algorithms with curated external data and APIs,B2B,enterprise software,,,,subscription,saas,2-10 employees,Oct 2020,,€200k,"Neuilly-sur-Seine, France",€200k SEED
https://storage.googleapis.com/dealroom-images-production/a2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi8xZTg2NmE4ZjQwMWI0YjQzNGI5MGUwMWNiZDE4NDBkMw==.png,https://ecosystem.lafrenchtech.com/companies/statinf,Statinf,Statistical timing analysis of programs behavior on multicore processors,B2B,security,,,,,,11-50 employees,Aug 2019,€2—3m,€500k,"Paris, France",€500k SEED
https://storage.googleapis.com/dealroom-images-production/39/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9mZjQ1NzVmMzJjNDZiZjJhODdmYzc0Y2U1MzZkNTkxZg==.png,https://ecosystem.lafrenchtech.com/companies/station_paris,Station Paris,"Browser extension that helps you switch across all apps, documents, notes, messages, and more",B2B,enterprise software,,,,subscription,saas,11-50 employees,Oct 2016,€12—18m,€4.0m,"Paris, France",$1.0m SEED
https://storage.googleapis.com/dealroom-images-production/ae/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS9kZGZkNTIzOTJmOTFjMTJkMmI3MmUwM2UxZjE5ZjA0YQ==.png,https://ecosystem.lafrenchtech.com/companies/staycation_1,Staycation,"Exclusive luxury hotel experiences at up to 70% off, transforming everyday life into unforgettable 24-hour getaways",,travel,,,,marketplace & ecommerce,,51-200 employees,Nov 2017,€20—30m,€5.0m,"Paris, France",€5.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/55/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMS9lYWE0NzRmNDFlOWViNWU0MTk1MmE1MGI0ZTQ1NzExNg==.png,https://ecosystem.lafrenchtech.com/companies/steer_1,Steer,Steer - Location Longue Durée de voitures exclusive,,fintech,transportation,,,,,2-10 employees,Feb 2018,,€1.5m,"Valbonne, France",€1.3m SEED
https://storage.googleapis.com/dealroom-images-production/f4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS9hMTNjYjE4ODUwM2EzMzVhZWIwN2ZmYzljN2U3Y2U1Nw==.png,https://ecosystem.lafrenchtech.com/companies/steerlight,Steerlight,3D vision sensors for safer and smarter mobility,B2B,semiconductors,,,,hardware,deep tech,11-50 employees,Jul 2022,€13—19m,€3.2m,"Grenoble, France",€3.2m SEED
https://storage.googleapis.com/dealroom-images-production/de/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi8yM2NmM2E0YTkwN2ZkYWExYWUyMjM0Mzg5YjAwYTIwZg==.png,https://ecosystem.lafrenchtech.com/companies/stellar_telecommunications,Stellar Telecommunications,"Developing a full suite of products and services for the land mobility sector, capable of combining cellular, Wi-Fi, and satellite networks to enable in-vehicle digital services",B2C,transportation,,navigation & mapping,,iot internetofthings,hardware,11-50 employees,Apr 2021,€37—56m,€13.3m,"Bordeaux, France",N/A GRANT
https://storage.googleapis.com/dealroom-images-production/11/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xOS8xOWE2NDBlOGVmYzM3NzcwZGFhODgxNzA4Y2E5M2E1Mw==.png,https://ecosystem.lafrenchtech.com/companies/the_ai_institute,Stellia,"Responsible AI to boost acquisition and access to knowledge for K12, higher ed, continuous training & corporate",B2B,education,enterprise software,learning tools and resources,education providers,natural language processing,artificial intelligence,11-50 employees,Jan 2019,€10—15m,€3.0m,"Paris, France",€2.5m SERIES A
https://storage.googleapis.com/dealroom-images-production/66/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi8wODUxNDhiY2U2M2M0NWZjOTI5MGI4NDJiYWY1YzczYg==.png,https://ecosystem.lafrenchtech.com/companies/stems,Stems,Stems is a job referral platform. Get paid for referring your connections,B2B,enterprise software,B2C,,,commission,marketplace & ecommerce,2-10 employees,Apr 2024,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/2e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMS80MGIzNjY5NmRhMjc5MGRmYzAyMGRjZWY0ZWUzMGVlMQ==.png,https://ecosystem.lafrenchtech.com/companies/stent_up,Stent Up,"Bringing to the benefit of patients with cerebral aneurysms, the advancement of new technologies to strengthen their chances of recovery, increase comfort, and improve life expectancy",B2B,health,,medical devices,,deep tech,commission,2-10 employees,2021,,-,"Montpellier, France",
https://storage.googleapis.com/dealroom-images-production/e4/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS83OGQ2NDE5ZTVmYjg5MTYyYjViOGIyOGE0MGRmZTI0MA==.png,https://ecosystem.lafrenchtech.com/companies/step_pharma,Step Pharma,Developing a new class of immunomodulators for auto-immune disease patients,B2B,health,,biotechnology,,commission,,11-50 employees,May 2014,€140—210m,€49.5m,"Paris, France",€35.0m SERIES B
https://storage.googleapis.com/dealroom-images-production/42/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS9mOTgyNjY1NjczZGM4NmZmZWJkY2Q5ODRiNjFhMDk3NQ==.png,https://ecosystem.lafrenchtech.com/companies/stereograph_1,Stereograph,"Leader in BIM exploitation, offering 3D visualization and advisory services for real estate and industrial projects",B2B,real estate,enterprise software,,,deep tech,3d technology,51-200 employees,Jul 2007,€8—12m,€4.0m,"Lille, France",€2.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/1c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS85NDkyZDMwODU2YjBmMTYxMzZhODZmM2FiMDE5ZTQyYg==.png,https://ecosystem.lafrenchtech.com/companies/steto_1,Steto,Software powered medication for diabetes,B2B,health,B2C,health platform,,commission,saas,2-10 employees,2022,€5—7m,€1.2m,"Paris, France",€1.2m SEED
https://storage.googleapis.com/dealroom-images-production/1e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wNC8yOC82Y2ZlMmU0ODIzNjRmOTkxZTQ0OThlMDZkMzk1NWI1Mg==.png,https://ecosystem.lafrenchtech.com/companies/stickyadstv,StickyADS.tv,Premium publisher exchanges for video and TV advertising,B2B,marketing,,adtech,,commission,,2-10 employees,Dec 2009,€12—19m,€4.7m,"Paris, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/67/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi8zZjYwYzYyYTM4Yzg2ZmRmYmI5YTY3ZWM5OTIzZmUyMg==.png,https://ecosystem.lafrenchtech.com/companies/stilla_technologies,Stilla Technologies,Biotechnology company that focuses on accelerating the development of next-generation genetic tests,B2B,health,,biotechnology,,commission,saas,51-200 employees,Sep 2013,€96—145m,€71.5m,"Villejuif, France",$26.5m SERIES C
https://storage.googleapis.com/dealroom-images-production/20/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9hYzZlNWQ5ZjQzZGEzZDRmYTgyNGM3N2M4OTJjMjAxMg==.png,https://ecosystem.lafrenchtech.com/companies/stimio,Stimio,AI driven Predictive Maintenance Platform for asset-intensive industries,B2B,transportation,,autonomous & sensor tech,mobility,connected device,autonomous & sensor tech,11-50 employees,Jun 2014,€7—10m,€3.0m,"Carquefou, France",€1.7m SERIES A
https://storage.googleapis.com/dealroom-images-production/c7/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9jMTQ1NjkwYTZhMGU3NDg2N2JlNjAyNjBiMWJlOTk1OQ==.png,https://ecosystem.lafrenchtech.com/companies/stimunity,Stimunity,Turn cancer immunotherapies active in most patient,B2B,health,,biotechnology,,commission,manufacturing,2-10 employees,Feb 2016,€2—4m,€3.6m,"Paris, France",€900k SEED
https://storage.googleapis.com/dealroom-images-production/fc/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi85OGQyMjg0YmYxOTZkMzdkYzFjNDhlMjZlMTNhNGY3OQ==.png,https://ecosystem.lafrenchtech.com/companies/stirweld,Stirweld,Developed a technology allowing the use of friction stir welding on all types of CNC machine tools,B2B,energy,space,,,deep tech,selling own inventory,11-50 employees,Nov 2017,€24—36m,€8.0m,"Saint-Grégoire, France",€6.0m SEED
https://storage.googleapis.com/dealroom-images-production/b5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi82NDc3ZGE4OWYwZjc0YjE5MzU1NmMzOWE1Y2Y1YWU2NA==.png,https://ecosystem.lafrenchtech.com/companies/stock_c02,Stock C02,A team 100% dedicated to the French ecological transition,B2B,food,energy,clean energy,agritech,commission,manufacturing,2-10 employees,2019,,-,"Paris, France",N/A SUPPORT PROGRAM
https://storage.googleapis.com/dealroom-images-production/cf/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOS8zNTNkOWJiOGFkMDZkYThjN2Y0ZDE0YTRiYmZkM2UzMQ==.png,https://ecosystem.lafrenchtech.com/companies/stockly,Stockly,The Global Inventory for Retail,B2B,marketing,,,,commission,marketplace & ecommerce,51-200 employees,Mar 2017,€48—72m,€17.1m,"Paris, France",€12.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/24/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9jZTYzMmQ1NTZhYjBiYTY1YTBhNGYyYWJkZTRhOTdmNA==.png,https://ecosystem.lafrenchtech.com/companies/stockoss,Stockoss,,B2C,home living,transportation,,,subscription,,11-50 employees,Sep 2017,€16—24m,€6.1m,"Paris, France",€4.0m SEED
https://storage.googleapis.com/dealroom-images-production/c7/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOS9hMzhjZDY2YjJjMDY4Y2RiOGEyNjVjNDE3MDYwZTYwNQ==.png,https://ecosystem.lafrenchtech.com/companies/stoik_1_1,Stoik,The first cyber-insurtech in Europe,B2B,security,fintech,data protection,cloud & infrastructure,commission,saas,51-200 employees,Mar 2021,€100—150m,€49.8m,"Paris, France",€25.0m SERIES B
https://storage.googleapis.com/dealroom-images-production/7b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy9lNmIxZmJiMTNkNzliMTdlMmQwNTU5ODUzZWFiMTQ3MQ==.png,https://ecosystem.lafrenchtech.com/companies/la_foncierenumerique,Stonal,Offers a SaaS platform accessible online to all employees and service providers,B2B,real estate,,real estate software,,artificial intelligence,commission,51-200 employees,2017,€400—600m,€120m,"Paris, France",€100m LATE VC
https://storage.googleapis.com/dealroom-images-production/8b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi9hMjQ2Zjk3ODE5NDlkMzBhZDNjZTM1ODI2OGZmZTE0MQ==.png,https://ecosystem.lafrenchtech.com/companies/stonly,Stonly,"A tool to share knowledge with the team, describe project workflows, onboard new employees and more",B2B,media,enterprise software,,,subscription,saas,51-200 employees,Jul 2018,€80—120m,€37.7m,"Paris, France",$16.0m
https://storage.googleapis.com/dealroom-images-production/24/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMi8wNC8yMC81Zjk0OTkwMTM1YTI0NDFmMDBjZGFkOThiY2Q3YTM3ZQ==.png,https://ecosystem.lafrenchtech.com/companies/stootie,Stootie,Number 1 app for peer to peer services in France,B2C,home living,transportation,"search, buy & rent",mobility,machine learning,mobile app,11-50 employees,Jun 2011,€7—11m,€10.8m,"Paris, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/54/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi82ZGVlZjQyZjNhZjdkMTI4MGNlNzE3YmVkMjBlOWZlYg==.png,https://ecosystem.lafrenchtech.com/companies/storefront,Storefront,Search for local temporary workspaces,B2C,real estate,,workspaces,"search, buy & rent",subscription,marketplace & ecommerce,11-50 employees,Jul 2013,€27—40m,€8.1m,"Paris, France",N/A EARLY VC
https://storage.googleapis.com/dealroom-images-production/a6/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi8yMGZkZmM4YjVhNTc4YjlmODRkNzRkOTY5OTZiYzRjYg==.png,https://ecosystem.lafrenchtech.com/companies/storyzy,Storyzy,"Automatically detects websites, blogs and video channels based on their reliability and classify these sources into categories",B2B,enterprise software,B2C,,,machine learning,recognition technology,11-50 employees,Nov 2012,€3—5m,€800k,"Paris, France",€800k SEED
https://storage.googleapis.com/dealroom-images-production/c2/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi80YTMwZDJkNDNjMmM4YzkyMmQ2ZTQ2NDM0MWUxMDk0MA==.png,https://ecosystem.lafrenchtech.com/companies/strapi,Strapi,"An open-source software platform that helps developers to easily build, deploy, and manage APIs",B2B,enterprise software,,,,subscription,saas,51-200 employees,Oct 2016,€113—169m,€40.9m,"Paris, France",$31.0m SERIES B
https://storage.googleapis.com/dealroom-images-production/eb/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC85ZGNlZjgwZWVjMTU0MzdhOTVkYTA5NzMyNDE5M2JjMA==.png,https://ecosystem.lafrenchtech.com/companies/stratumn,Stratumn,Proof of Process Technology helps companies and organizations to trust the millions of processes that connect our world,B2B,fintech,,,,blockchain,subscription,2-10 employees,Nov 2015,€4—6m,€9.0m,"Paris, France",€1.0m SERIES A
