logo,page_french_tech,nom,description,market,field,mots_clé,mots_clé_2,mots_clé_3,mots_clé_4,mot_clé_5,employees,date de création,valeur_entreprise,financement,adresse,dernier_financement
https://storage.googleapis.com/dealroom-images-production/9f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi80MDQ4MDA3ZTNjMzJkY2JkNjk4MDY0NGNhN2ZmNjdkZg==.png,https://ecosystem.lafrenchtech.com/companies/digitaleo,Digitaleo,Complete solution to manage your marketing,B2B,marketing,,crm & sales,,iot internetofthings,subscription,51-200 employees,2014,€16—24m,€4.0m,"Rennes, France",€4.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/9c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC8wYmYzOTFkYTc4MWQxZjA2Zjc2NTJlYmNlOTI3MjBmNA==.png,https://ecosystem.lafrenchtech.com/companies/digiteka,Digiteka,Offers publishers an access to a 600 000+ premium video catalog,B2B,media,,content production,,,,11-50 employees,Jan 2007,€8—12m,€2.0m,"Paris, France",€2.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/a5/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi82NmY3YzI0MThhNzg3ZjY3ODA4NzhhMWQ4YmJlZWI4ZA==.png,https://ecosystem.lafrenchtech.com/companies/digitim,Digitim,Mobile management solutions to businesses and organizations,B2B,telecom,,,,subscription,,11-50 employees,Nov 2015,€6—9m,€1.5m,"Courbevoie, France",€1.5m SEED
https://storage.googleapis.com/dealroom-images-production/a0/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9mNzViNmRiMTQ3NDIxNzU1MTNlNzMyMTU3ZjNlYTMxZg==.png,https://ecosystem.lafrenchtech.com/companies/dilepix,Dilepix,Offers software for automatic detection and image analysis in agriculture,B2B,food,robotics,agritech,,big data,computer vision,2-10 employees,Mar 2018,€4—6m,€1.0m,"Rennes, France",€1.0m SEED
https://storage.googleapis.com/dealroom-images-production/ba/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8yOS83MGNlZGMwZjlkNjdhMTk1NGM4OTA5NWJmZTBjMTUwMQ==.png,https://ecosystem.lafrenchtech.com/companies/diligo,Diligo,Provides companies with a fleet of electric cargo bikes for responsible urban logistics,B2B,transportation,,logistics & delivery,,commission,,2-10 employees,2020,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/08/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNi9iNmIyNzFhODA0N2M5NmZlMjdjNzUxMGYzOWQxZjFiZQ==.png,https://ecosystem.lafrenchtech.com/companies/dilitrust,Dilitrust,Offers a complete range of solutions and services dedicated to Corporate Governance and the secure sharing of sensitive and confidential data,B2B,legal,enterprise software,,,commission,saas,201-500 employees,Jan 2008,,€137m,"Puteaux, France",€130m GROWTH EQUITY VC
https://storage.googleapis.com/dealroom-images-production/5b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8yOS8wZWJlOTIwYWM0MDU4ZTZlNjkwYjQ4ZDc3NDQ1YTg4Zg==.png,https://ecosystem.lafrenchtech.com/companies/dillan,Dillan,Home Equity release solutions to allow seniors to improve their retirement at home,B2C,fintech,real estate,mortgages & lending,real estate services,commission,marketplace & ecommerce,2-10 employees,Oct 2020,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/31/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xMi9iOTFhNjUzMTljYzI0YTM5MGQ5YTNkMTIyNWNhZDY0NA==.png,https://ecosystem.lafrenchtech.com/companies/dillico,Dillico,A revolutionary approach to the scale-up and production of mRNA-based vaccine and therapeutics,B2B,health,,pharmaceutical,biotechnology,hardware,deep tech,2-10 employees,May 2024,€4—6m,€1.0m,"Meylan, France",$1.1m EARLY VC
https://storage.googleapis.com/dealroom-images-production/f9/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOC9hNzlkNDNjY2VjMzQ4YmM1ODBlZWU0M2E4NWUxNDY3Yg==.png,https://ecosystem.lafrenchtech.com/companies/moment_4,Dimpl,Invoice insurance against late payment designed for businesses,B2B,fintech,,insurance,,subscription,saas,11-50 employees,May 2018,€17—26m,€5.8m,"Paris, France",$4.7m EARLY VC
https://storage.googleapis.com/dealroom-images-production/29/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi80MjgxZmI0NWQ5MzA3YTA1N2IwN2YxMjEzNmQ2Nzk4Zg==.png,https://ecosystem.lafrenchtech.com/companies/dinmo,DinMo,Helps marketers leverage their customer data autonomously wherever they want without code,B2B,marketing,,crm & sales,,subscription,saas,11-50 employees,Jun 2022,€20—30m,€6.6m,"Paris, France",€5.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/1e/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9iM2Q4MzFjNWFjMDI5MDM4NGExYjFkOTAxNzdmYjdmYQ==.png,https://ecosystem.lafrenchtech.com/companies/diogenx,DiogenX,Beta-Cell recovery to counter diabetes,B2B,health,,pharmaceutical,biotechnology,commission,manufacturing,11-50 employees,Jan 2019,€138m,€40.5m,"Marseille, France",€6.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/80/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xMi84ZGY1NzI4MTg0YzQ0ZTE3NmI4MjU4MDQ4NjRkYmU2ZA==.png,https://ecosystem.lafrenchtech.com/companies/dionymer,Dionymer,Developing a technology to transform industrial organic waste into biodegradable PHA (polyhydroxyalkanoate) polymers using microorganisms,B2B,energy,,waste solution,,hardware,deep tech,11-50 employees,Oct 2021,€6—9m,€1.5m,"Pessac, France",€1.5m SEED
https://storage.googleapis.com/dealroom-images-production/cc/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMS85ZDRlOTIzY2E1YWE1ZWUzYzA2NjE2M2MzOGNiOGNmOQ==.png,https://ecosystem.lafrenchtech.com/companies/dioxycle,Dioxycle,Produces systems that turn industrial carbon dioxide into chemicals and fuels for a greener society,B2B,energy,chemicals,clean energy,,hardware,deep tech,11-50 employees,Nov 2020,€62—93m,€15.5m,"Saint-Ouen-sur-Seine, France",$17.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/89/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi8wMzFiOTdmMDk5NDI2ZTlkYzEwNTMyMmQwMmY0MzMzYQ==.png,https://ecosystem.lafrenchtech.com/companies/agora_place,Dipli,Dipli is the first digital and fully integrated supply chain dedicated to second hand electronics,B2B,energy,consumer electronics,waste solution,,commission,marketplace & ecommerce,11-50 employees,Jul 2017,€2—4m,€600k,"Paris, France",N/A SEED
https://storage.googleapis.com/dealroom-images-production/4f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi8yNWFiYTcyNWI0NDYzOWRhYzgyM2JjMmJlZDA2ODQ0NQ==.png,https://ecosystem.lafrenchtech.com/companies/direct_market,Direct Market,Platform that facilitates relationships between producers and traders,B2B,food,enterprise software,agritech,food logistics & delivery,commission,marketplace & ecommerce,2-10 employees,Jul 2018,€7—10m,€1.7m,"Strasbourg, France",€1.7m SEED
https://storage.googleapis.com/dealroom-images-production/5f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8yOS85MGY1NmQwNzFhMGZiZjc5ZTY4N2E3NGE2ZmZlMWY3Ng==.png,https://ecosystem.lafrenchtech.com/companies/disaitek_1,Disaitek,Specializes in Natural Language Processing and Image recognition,B2B,education,enterprise software,,,natural language processing,deep tech,2-10 employees,Aug 2017,,-,"Fontenay-en-Parisis, France",N/A SUPPORT PROGRAM
https://storage.googleapis.com/dealroom-images-production/90/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi85ZGFhMzRhNTA5NjFjNGFlMWFjZWFjNjNiOWQ1NjY0Zg==.png,https://ecosystem.lafrenchtech.com/companies/divriots,DivRiots,Creating better tools for developers and designers to work together on building extraordinary experiences,B2C,,,,,subscription,,2-10 employees,Dec 2019,€11—16m,€2.7m,"Colombes, France",€2.7m SEED
https://storage.googleapis.com/dealroom-images-production/02/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9iMmJmZmIxNWU0YzNlOGU0ODFhNjg5MTQ0MWU0NTZjMw==.png,https://ecosystem.lafrenchtech.com/companies/dizzitup,DizzitUp,"Making it easier for millions of Africans, access to digital services combined with stable secured payment and financing",B2B,fintech,,financial management solutions,payments,blockchain,mobile app,11-50 employees,Nov 2018,€7m,€541k,"Paris, France",$110k SEED
https://storage.googleapis.com/dealroom-images-production/95/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8yOS84NzIxYzUwNDE1MmVjMzdkNWFjYzg0OGRmMzA1MGY1MQ==.png,https://ecosystem.lafrenchtech.com/companies/doccity_1,DocCity,"Innovative solutions for healthcare professionals, reimagining spaces and services to better support and serve physicians, medtech and biotech",B2B,health,enterprise software,health platform,,commission,saas,11-50 employees,2021,€120—180m,€30.0m,"Suresnes, France",€30.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/25/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMS9lNjE1MTk4MThjNDE2NDFkZTE0ZmY0M2Y1YzQ4MmQxYg==.png,https://ecosystem.lafrenchtech.com/companies/doctolib,Doctolib,Transforming healthcare through technology,B2B,health,B2C,health platform,,commission,saas,1001-5000 employees,Jul 2013,€5.8b,€487m,"Levallois-Perret, France",€250m LATE VC
https://storage.googleapis.com/dealroom-images-production/5f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xMi85NzUwMjZjNTEyMDg0NDU0ZTFhNWZiYzNkMzFmNDgzYg==.png,https://ecosystem.lafrenchtech.com/companies/doctrine,Doctrine,Builds legal research and analytics software for legal professionals,B2B,legal,,legal documents management,,commission,saas,51-200 employees,Jun 2016,€40—60m,€12.0m,"Paris, France",N/A BUYOUT
https://storage.googleapis.com/dealroom-images-production/16/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi83YmVmZmFkNDRlMTc0NjRmNWFiOGRiMWY2OTQ1ODZmNw==.png,https://ecosystem.lafrenchtech.com/companies/doctrio,Doctrio,Helping health professionals improve their knowledge throughout their career,B2C,health,education,learning tools and resources,health platform,subscription,saas,11-50 employees,May 2021,€12—18m,€3.0m,"Paris, France",€3.0m SEED
https://storage.googleapis.com/dealroom-images-production/3d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi82ZGE4MDBmMjlhODBhOWY4MzVjZDQ1MDkxYTdhYTJlZQ==.png,https://ecosystem.lafrenchtech.com/companies/dolmen_tech,Dolmen,"Link between the physical store, the customer and the digitization of data.",B2B,marketing,enterprise software,crm & sales,,saas,,51-200 employees,2011,€36—54m,€14.0m,"Bordeaux, France",€9.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/3c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy85ODVkNGFkY2MwNmZlNGNlZjE1NzBkOTI0NWZhMGQ1Nw==.png,https://ecosystem.lafrenchtech.com/companies/domain_therapeutics,Domain Therapeutics,Committed to improve patients’ life and to support physicians by delivering innovative immunotherapies to fight cancer,B2B,health,,biotechnology,,deep tech,commission,51-200 employees,Oct 2001,€153—229m,€83.2m,"Illkirch, France",€10.0m GRANT
https://storage.googleapis.com/dealroom-images-production/2c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xMi9iZTNlYWZlNmMwODhmODRlZmU4OGEyNGY5N2I3YmViMA==.png,https://ecosystem.lafrenchtech.com/companies/domani,Domani,,B2C,real estate,home living,,,big data,,11-50 employees,Sep 2018,,-,"Bordeaux, France",N/A SEED
https://storage.googleapis.com/dealroom-images-production/ca/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8yOS9iMDE2N2EwZDU3MjdlYjZkNzBhOTM5OWI4OTVhYmRjYw==.png,https://ecosystem.lafrenchtech.com/companies/donecle,Donecle,Offers an ultra-fast inspection solution based on drones,B2B,robotics,,,,hardware,deep tech,11-50 employees,Sep 2015,€22—34m,€5.6m,"Labège, France",€5.6m LATE VC
https://storage.googleapis.com/dealroom-images-production/1b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8zMC83NzcxNGU2NjBjYmUyMTA5N2I4OTZkNzIzZWEyYjA2Ng==.png,https://ecosystem.lafrenchtech.com/companies/doorfeed,Doorfeed,Builds and manages residential investment portfolios for customers,B2B,fintech,real estate,"search, buy & rent",wealth management,commission,saas,11-50 employees,Aug 2021,€48—72m,€12.0m,"Ivry-sur-Seine, France",€12.0m SEED
https://storage.googleapis.com/dealroom-static-production/null/company-74.png,https://ecosystem.lafrenchtech.com/companies/doremi_technologies,Doremi Technologies,,B2B,enterprise software,,,,saas,,2-10 employees,May 1996,,€550k,"Valbonne, France",€550k GRANT
https://storage.googleapis.com/dealroom-images-production/0a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi82MTNjZTJhYmI0ZmVjNDJlMjAxZTE0NWM2OTQ3NjRhMQ==.png,https://ecosystem.lafrenchtech.com/companies/dotblocks,DotBlocks,Developing custom software to solve specific physical problems,B2B,enterprise software,,,,subscription,saas,11-50 employees,Sep 2023,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/94/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy8yN2I0NzQyOGFhOTczY2Y3ODliYjg5MmQ2MmNiMmY4Ng==.png,https://ecosystem.lafrenchtech.com/companies/dotfile,Dotfile,AI-powered KYB solution for automating AML compliance,B2B,legal,fintech,regtech & compliance,,artificial intelligence,subscription,11-50 employees,Jun 2021,€24—36m,€8.5m,"Paris, France",€6.0m SEED
https://storage.googleapis.com/dealroom-images-production/58/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yMS8wYzhkMmI2MjJmYzJjOGMzODY2YTQ0NmIxMTE2YzBhOQ==.png,https://ecosystem.lafrenchtech.com/companies/dougs,Dougs,Fast-growing Lyon startup with a mission to revolutionize small business accounting,,jobs recruitment,,,,,,201-500 employees,2014,,€24.5m,"Lyon, France",$27.0m GROWTH EQUITY VC
https://storage.googleapis.com/dealroom-images-production/6f/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNC9hMjJhYWVhMWJlOWUwZjM4MDAzMWM1ZTRkNWNhYzkzMQ==.png,https://ecosystem.lafrenchtech.com/companies/dr_banner,Dr. Banner,The Hyperlocal Programmatic Platform. Direct access to Online Advertising,B2B,marketing,,adtech,,commission,subscription,11-50 employees,2015,€8—12m,€2.0m,"Rueil-Malmaison, France",€2.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/6c/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wOC85MDhiZmMxMGRlMmZlN2EwY2I0NDA0OTNiN2JjYzFlNQ==.png,https://ecosystem.lafrenchtech.com/companies/dr_warehouse,Dr. Warehouse,A data-science platform for hospitals,B2B,health,enterprise software,health platform,,subscription,saas,11-50 employees,2017,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/89/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy8xZmUxZTMxNWVmMjYxMTE5YTAzMmU1ZmY0ZGU0N2Y3Yw==.png,https://ecosystem.lafrenchtech.com/companies/dracula_technologies,Dracula Technologies,Dracula has developed LAYER a sustainable alternative to batteries. Our mission is to power indoor devices,B2B,energy,semiconductors,energy efficiency,clean energy,hardware,deep tech,11-50 employees,2011,€22—33m,€11.1m,"Valence, France",€3.5m DEBT
https://storage.googleapis.com/dealroom-images-production/2d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wMi8zMjBiYTNmYTBjZmE5Mzg1ZmQ1NjY0YmI4OWM5YjNlMA==.png,https://ecosystem.lafrenchtech.com/companies/draw_me_a_garden,Draw Me A Garden,"The new garden design, set up and maintenance service",B2C,home living,,,,manufacturing,,2-10 employees,2017,,€50.0k,"Blois, France",€50.0k GRANT
https://storage.googleapis.com/dealroom-images-production/6b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wOS8yMS9kZGU1MDViOTUwMzA4NjE0NTkxMzJkY2E4MzBkMzA3NA==.png,https://ecosystem.lafrenchtech.com/companies/dreamact,Dream Act,Thematic kit made up of socially innovative products,B2C,fashion,home living,,,selling own inventory,marketplace & ecommerce,11-50 employees,Oct 2015,€2—3m,€500k,"Paris, France",€500k SEED
https://storage.googleapis.com/dealroom-images-production/eb/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wNC8xMy9iZDM3NGEyY2I0OWJmMGVhMmY2ZmM3YTEwM2MwZjY1Zg==.png,https://ecosystem.lafrenchtech.com/companies/dreamquark,DreamQuark,Develops cognitive technologies for insurance and healthcare sectors,B2B,fintech,,wealth management,insurance,deep tech,big data,2-10 employees,Mar 2014,€56—84m,€17.5m,"Paris, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/79/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wOS8yNS9hMWExNmY1MzA0OTQ2NGNmZWNlYThkMGU4ZWE2MTAyNA==.png,https://ecosystem.lafrenchtech.com/companies/dreem,Dreem,Headband to improve your sleep every night,B2C,health,,health platform,medical devices,hardware,deep tech,201-500 employees,Jul 2014,€127—191m,€51.8m,"Paris, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/3a/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8wNS9mZjkxN2Y5MGViMGRiODkyZDE2MTk5MWNhZDQ3ZTI1Yg==.png,https://ecosystem.lafrenchtech.com/companies/drimki,Drimki,French online real estate technology company,B2C,real estate,,"search, buy & rent",,advertising,marketplace & ecommerce,11-50 employees,2007,€19—28m,€9.3m,"Montpellier, France",$5.1m SERIES A
https://storage.googleapis.com/dealroom-images-production/34/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNi9jZGFjNjM5ZjVmYmFiMmQ2Y2JjNjQ2ZDQ0ZjU2MjAwMw==.png,https://ecosystem.lafrenchtech.com/companies/drivetrust,DriveTrust,A modular build camera optimized for detection of objects from and within moving vehicles,B2B,transportation,,navigation & mapping,autonomous & sensor tech,deep tech,machine learning,2-10 employees,2017,€6—9m,€1.5m,"Rennes, France",
https://storage.googleapis.com/dealroom-images-production/a1/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAxOS8wNC8yNC83ZjI5MDdkMGQwNTZhMDFiMGRhM2NkYTkxYWNlNGY2Yg==.png,https://ecosystem.lafrenchtech.com/companies/drivy,Drivy,Peer-to-peer car rental platform,B2B,transportation,B2C,"search, buy & rent",,mobile app,commission,11-50 employees,May 2010,€267m,€48.9m,"Paris, France",€267m ACQUISITION
https://storage.googleapis.com/dealroom-images-production/9d/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8xMi8zMC9jZmY5OGRmMzRmOGFmYWJhNGNmMWJjZWFjM2YxM2M2MA==.png,https://ecosystem.lafrenchtech.com/companies/dronisos,Dronisos,Indoor and Oudoor drone light shows,B2B,robotics,,,,autonomous & sensor tech,connected device,51-200 employees,Nov 2016,€8—12m,€2.0m,"Canéjan, France",€2.0m SEED
https://storage.googleapis.com/dealroom-images-production/64/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy9jNDY0NThkODYwMmQxODNjZTllYTY5NjhhYmEwNmIzMQ==.png,https://ecosystem.lafrenchtech.com/companies/dualsun,DualSun,Provides both electricity (photovoltaic) and hot (thermal) water for homes and buildings,B2C,energy,,water,clean energy,deep tech,commission,51-200 employees,May 2009,€14—20m,€15.2m,"Marseille, France",€10.0m GROWTH EQUITY VC
https://storage.googleapis.com/dealroom-images-production/ae/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8xMy9lNzZjY2EzM2M4MWY4MzI1OGNkZDhjNjUzMTY3YTI2Nw==.png,https://ecosystem.lafrenchtech.com/companies/dust_1,Dust,Design and deploy large Language Model Apps.,B2B,enterprise software,,,,artificial intelligence,deep tech,11-50 employees,Feb 2023,€60—90m,€20.0m,"Paris, France",€15.0m SERIES A
https://storage.googleapis.com/dealroom-images-production/40/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNC8wOS8yMS9mMDQ2YmZhM2M5ZjQ0NTIyYzEzODA3ZGNkMzYzYjIyMQ==.png,https://ecosystem.lafrenchtech.com/companies/dust_mobile,Dust Mobile,The cyber defense mobile carrier,B2B,security,,cloud & infrastructure,,commission,saas,11-50 employees,2017,€48—72m,€15.0m,"Boulogne-Billancourt, France",€12.0m EARLY VC
https://storage.googleapis.com/dealroom-images-production/43/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyMy8wMS8yMS85NWU3Y2IxNDdlZDgyNDU2NmFmNmY0YzZiMTA2Zjc5Mw==.png,https://ecosystem.lafrenchtech.com/companies/dynacure,Dynacure,A biotechnology company developing new treatments for patients affected by serious orphan disorders,B2C,health,,biotechnology,,manufacturing,,-,2015,€200—300m,€97.0m,"Illkirch, France",N/A ACQUISITION
https://storage.googleapis.com/dealroom-images-production/33/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yOS9hZTc3ZjNmZjdmOWZhZTEwMzAwNjJiZTNjZWY4YmJiNA==.png,https://ecosystem.lafrenchtech.com/companies/dynamic_workplace,Dynamic Workplace,,,real estate,jobs recruitment,,,,,2-10 employees,Jan 2019,,-,"Paris, France",
https://storage.googleapis.com/dealroom-images-production/8b/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy9iNDc5MjkyODk2MWFmNDFkY2ExNGY1MTVmODU0MTQ5MQ==.png,https://ecosystem.lafrenchtech.com/companies/dynseo,Dynseo,"Developing a platform of services and tablet applications to stimulate seniors, prevent cognitive disorders such as Alzheimer's and maintain social and intergenerational ties",B2C,health,wellness beauty,health platform,,hardware,mobile app,11-50 employees,Apr 2013,,€60.0k,"Paris, France",€10.0k GRANT
https://storage.googleapis.com/dealroom-images-production/f3/NzQ6NzQ6Y29tcGFueUBzMy1ldS13ZXN0LTEuYW1hem9uYXdzLmNvbS9kZWFscm9vbS1pbWFnZXMvMjAyNS8wMS8yNy9lNWM0OTgzNGE0ODA0Y2ZjMzIyOWE4YmU0YzFkY2JjZQ==.png,https://ecosystem.lafrenchtech.com/companies/dynveo,Dynveo,Manufactures and retails natural food supplements and antioxidant anti-aging products,B2C,health,food,in-store retail & restaurant tech,innovative food,selling own inventory,manufacturing,11-50 employees,2010,€20—30m,€5.0m,"Teyran, France",€5.0m SEED
